総数,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バーレーン,ブータン,バングラデシュ,ブルネイ,カンボジア,スリランカ,中国,台湾,キプロス,東ティモール,インド,インドネシア,イラン,イラク,イスラエル,ヨルダン,韓国,朝鮮,クウェート,ラオス,レバノン,マレーシア,モンゴル,オマーン,モルディブ,ネパール,パキスタン,フィリピン,カタール,サウジアラビア,シリア,シンガポール,タイ,トルコ,ベトナム,イエメン,パレスチナ,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルク,ラトビア,リトアニア,モナコ,マルタ,モルドバ,北マケドニア,オランダ,ノルウェー,ポーランド,ポルトガル,ルーマニア,ロシア,サンマリノ,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,アルメニア,アゼルバイジャン,アンドラ,ジョージア,スロベニア,スロバキア,ボスニア・ヘルツェゴビナ,セルビア・モンテネグロ,モンテネグロ,セルビア,コソボ共和国,アフリカ,アルジェリア,ブルンジ,ボツワナ,カメルーン,中央アフリカ,チャド,コンゴ共和国,コンゴ民主共和国,カーボベルデ,コモロ,ベナン,ジブチ,エチオピア,赤道ギニア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,ギニアビサウ,コートジボワール,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシャス,モザンビーク,ニジェール,ナイジェリア,ナミビア,ルワンダ,セネガル,シエラレオネ,ソマリア,スーダン,エスワティニ,サントメ・プリンシペ,セーシェル,タンザニア,トーゴ,チュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナファソ,ザンビア,ジンバブエ,アンゴラ,南スーダン共和国,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタリカ,キューバ,ドミニカ共和国,ドミニカ,エルサルバドル,グアテマラ,ハイチ,ホンジュラス,ジャマイカ,メキシコ,ニカラグア,パナマ,セントルシア,セントビンセント,セントクリストファー・ネービス,トリニダード・トバゴ,米国,グレナダ,アンティグア・バーブーダ,南米,アルゼンチン,ボリビア,ブラジル,チリ,コロンビア,エクアドル,ガイアナ,パラグアイ,ペルー,スリナム,ウルグアイ,ベネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュージーランド,ナウル,パプアニューギニア,パラオ,ソロモン,トンガ,ツバル,バヌアツ,サモア,無国籍
62539,41826,49,0,1013,0,1,1193,0,546,1023,7350,483,0,0,916,2085,179,1,6,1,2179,298,0,35,3,107,362,0,0,3138,1128,7904,0,2,3,15,1198,139,10467,1,1,508,1,7,1,5,1,0,2,1,0,0,39,22,1,7,0,17,17,4,0,0,0,0,6,0,0,2,2,1,0,13,4,83,70,0,19,7,6,0,0,111,9,39,0,7,0,0,2,1,0,0,0,1,0,228,4,1,0,34,0,0,0,1,0,0,0,0,6,0,0,0,21,24,1,0,1,11,0,0,1,0,10,0,5,1,0,0,0,32,0,0,5,0,0,0,0,0,0,3,0,27,4,16,8,0,0,7,0,5,671,0,0,0,90,6,1,12,0,1,1,3,1,10,30,1,1,0,0,0,3,511,0,0,19143,157,557,13252,44,50,2,0,203,4861,0,7,10,139,85,1,0,0,0,44,0,1,0,0,7,0,1,0,24
196537,175920,134,0,1883,0,5,2354,3,593,1701,75134,3324,2,0,1776,3433,483,10,17,15,15918,1357,0,85,3,628,1462,0,2,6889,2814,21427,0,42,30,129,3535,1910,28807,14,1,3117,3,21,15,9,13,5,11,14,5,23,374,226,13,38,0,42,144,46,16,0,2,10,12,0,1,15,3,45,21,86,25,112,433,0,131,71,28,1,10,694,85,260,8,11,0,2,4,13,3,0,1,12,0,2390,6,1,0,308,1,0,0,94,0,0,12,0,44,0,5,1,475,87,32,4,6,53,4,1,0,3,30,0,36,1,6,5,2,608,1,1,175,11,1,18,0,0,0,11,8,54,56,40,131,30,2,13,13,0,2682,2,2,0,379,11,10,41,0,11,5,1,9,44,138,9,3,0,1,0,2,2014,0,0,11846,186,174,7590,56,173,12,0,217,3417,0,6,15,551,336,16,0,1,3,168,0,2,2,2,13,0,2,6,31
167220,150898,1478,3,1656,0,57,1141,4,583,5208,55256,3808,1,0,2057,2697,439,5,15,12,15859,698,1,78,1,695,1822,0,2,7431,1476,19781,0,11,63,164,5971,115,22296,10,4,3418,8,25,38,15,15,3,22,17,6,25,381,193,7,40,2,56,121,29,19,1,3,6,20,0,1,4,1,38,7,59,41,104,601,0,129,56,31,1,14,855,104,289,2,5,0,3,5,9,0,0,0,6,1,1569,6,0,0,116,0,0,5,38,2,0,5,0,32,0,1,0,346,12,1,1,12,76,7,1,2,13,6,2,30,3,9,3,1,338,0,5,42,3,1,41,0,0,0,37,4,26,142,71,84,14,6,24,1,0,3313,0,0,1,509,10,14,32,2,10,15,1,18,62,271,4,9,1,0,0,7,2346,0,1,7296,114,208,3775,85,249,8,0,84,2736,1,7,29,681,431,32,0,0,1,180,0,3,6,3,18,0,0,7,45
568665,495565,81,58,9874,7,27,4638,11,616,2120,225239,20404,19,4,14803,5450,1041,35,275,38,92241,4917,26,205,49,2859,2982,5,11,25287,1335,34124,19,224,119,1309,8047,939,36092,19,16,32313,26,287,421,184,115,49,131,256,62,275,6989,2875,189,242,19,465,2088,83,130,4,31,43,117,1,9,37,23,578,180,555,259,570,3011,0,1426,828,477,8,48,6824,548,1553,18,41,1,21,38,68,14,1,2,89,4,3943,73,12,8,179,7,0,8,97,2,0,32,4,168,1,11,7,556,173,18,4,36,129,10,19,5,23,47,4,226,19,18,14,4,598,8,27,172,23,4,41,2,1,1,67,8,237,126,232,390,20,18,38,9,7,24450,6,4,3,3539,63,79,50,3,24,41,6,30,128,776,10,24,1,0,6,27,19628,0,2,7553,412,127,3888,272,561,47,1,78,2050,3,21,93,4763,3595,49,0,4,12,1047,1,8,7,5,25,0,0,10,78
235369,198100,44,31,1512,1,29,1336,0,2444,3841,74515,5717,3,8,6827,4044,571,8,38,17,28117,1535,1,1211,19,1284,1166,5,3,7685,1333,23578,21,98,42,312,4480,304,25890,22,8,8001,5,74,68,44,41,23,50,41,15,50,1110,1167,37,78,3,91,386,56,62,0,5,11,33,0,2,23,1,143,45,165,46,240,927,1,325,160,128,15,15,1728,204,285,3,24,1,3,6,22,9,1,0,29,0,2154,32,1,4,50,5,0,1,60,1,0,15,0,20,0,6,1,390,37,9,0,37,74,1,3,3,18,48,0,80,13,12,19,0,505,1,9,145,3,1,13,0,0,0,140,8,76,37,98,121,10,10,20,8,9,7687,0,3,1,973,35,22,194,1,20,17,6,11,151,309,13,7,1,1,0,13,5907,1,1,18218,716,775,9438,60,335,40,3,290,6501,0,11,49,1053,798,22,0,0,8,205,0,3,5,3,6,0,0,3,156
18309,16434,10,0,301,0,6,97,0,134,306,4893,265,0,4,111,715,17,0,2,3,1700,112,0,17,0,91,229,0,0,403,279,2704,0,0,1,21,498,15,3500,0,0,689,4,2,3,1,0,1,3,7,0,0,52,21,1,6,0,4,22,27,7,0,0,0,2,0,0,0,0,10,0,10,1,22,195,0,36,6,6,0,14,140,11,65,2,1,0,0,2,2,1,0,0,2,0,112,1,4,1,5,0,0,0,2,0,0,0,1,3,1,0,1,10,0,0,0,3,13,0,0,1,0,6,0,3,1,0,2,1,15,1,1,7,0,1,0,2,0,0,0,1,2,0,6,10,1,1,3,0,2,460,0,1,0,61,5,1,0,0,1,2,0,1,8,34,1,0,0,0,0,3,342,0,0,393,15,2,294,6,6,0,0,2,63,0,2,3,218,168,2,0,0,2,43,0,0,0,1,0,1,1,0,3
19480,15501,2,0,133,0,0,118,0,115,26,4914,179,0,1,162,647,4,0,5,1,869,96,0,10,0,88,69,0,0,152,576,2438,0,0,5,6,177,4,4703,1,0,672,4,2,1,3,2,1,5,0,1,2,16,9,0,3,0,4,11,0,3,0,0,2,1,0,0,7,0,2,0,2,2,31,479,0,6,0,2,0,1,41,19,8,0,0,0,0,0,1,0,0,0,1,0,53,1,0,0,2,0,0,0,6,0,0,3,0,1,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,2,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,2,19,0,0,1,1,0,268,0,0,0,30,0,0,3,0,0,0,0,0,14,11,1,0,0,0,0,4,205,0,0,2945,7,32,2699,3,1,0,0,136,66,0,0,1,40,33,0,0,0,0,6,0,0,0,0,0,0,0,1,1
16173,13756,1,0,437,0,1,100,0,74,26,4465,235,0,0,134,721,4,1,1,1,1323,171,0,6,0,51,101,0,0,175,40,1062,0,5,8,12,334,9,4257,0,1,408,0,2,6,3,0,0,3,16,0,2,52,31,1,2,0,7,23,2,0,0,0,0,2,0,0,0,1,4,1,8,3,18,86,0,14,1,5,0,0,87,8,4,0,1,0,0,0,10,0,0,0,5,0,49,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,1,0,0,28,0,0,1,0,0,364,0,1,0,45,0,2,1,0,2,1,0,1,3,8,4,0,0,0,0,1,295,0,0,1549,8,17,1418,2,6,0,1,8,85,0,1,3,47,33,0,0,0,0,12,0,0,0,0,2,0,0,0,0
16234,11364,4,0,193,0,7,44,0,229,22,2903,93,0,0,27,309,5,0,1,0,2050,252,0,3,0,75,43,0,1,109,24,1684,0,0,0,4,241,1,3040,0,0,177,0,0,1,0,1,0,1,0,1,1,11,6,0,0,0,6,16,0,1,0,0,0,0,0,0,1,0,3,0,3,4,3,66,0,2,1,0,1,0,29,10,7,0,0,0,1,0,1,0,0,0,0,0,29,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,13,4,0,0,1,0,0,229,0,0,0,27,0,0,0,0,0,1,0,0,5,2,1,1,0,0,6,1,185,0,0,4415,1,0,4332,2,2,0,0,5,73,0,0,0,17,12,1,0,0,0,4,0,0,0,0,0,0,0,0,3
17129,12777,1,0,142,0,0,33,1,24,86,3845,526,1,0,287,278,48,0,5,1,1729,38,0,15,0,64,64,0,0,308,49,2034,0,0,1,7,643,9,2538,0,0,272,0,3,4,0,1,0,2,3,0,3,41,13,0,1,0,8,9,0,4,0,1,1,1,0,0,0,0,4,0,3,5,6,50,0,5,5,6,0,0,80,5,6,0,0,0,0,0,2,0,0,0,0,0,59,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,1,1,0,2,0,0,0,0,5,0,0,10,0,1,0,0,0,0,0,0,1,2,15,5,5,2,1,0,0,396,1,0,0,61,1,0,0,0,1,0,0,0,12,6,0,0,0,0,0,2,312,0,0,3559,10,25,2812,1,22,0,0,17,663,1,0,8,63,43,2,0,0,0,12,0,0,0,0,6,0,0,0,3
37752,29385,4,0,220,0,4,67,0,148,288,9170,826,0,0,99,1397,47,1,5,1,3300,297,0,11,0,128,114,1,0,484,284,5025,1,3,0,29,2317,11,5103,0,0,809,1,11,7,4,1,2,15,8,8,6,119,78,3,5,0,5,29,5,3,0,0,4,3,0,1,1,2,29,10,15,9,11,53,0,26,15,11,0,2,273,5,16,0,0,0,0,2,7,3,0,0,1,0,87,1,0,0,1,1,0,2,2,0,0,3,0,3,0,0,0,4,0,3,0,0,1,1,2,0,1,0,0,5,1,1,1,0,9,0,0,3,0,1,0,0,0,0,0,1,4,3,14,8,1,2,7,1,0,860,0,0,1,164,1,2,8,0,4,0,2,2,16,29,0,0,0,0,0,2,629,0,0,6042,51,156,5187,16,23,5,0,147,449,0,2,6,564,484,1,0,0,0,79,0,0,0,0,0,0,0,0,5
59741,45167,31,0,710,0,0,175,2,700,378,11703,221,0,1,131,1221,17,1,9,0,3539,497,0,15,1,64,83,0,1,967,441,13366,0,0,10,13,816,84,9970,0,0,478,0,3,1,1,2,0,4,1,0,0,42,29,0,0,0,4,26,7,3,0,0,0,2,0,0,4,0,7,2,5,1,74,69,0,24,7,4,0,0,105,32,12,0,0,0,2,1,0,0,0,0,4,0,139,0,0,0,2,0,0,0,7,0,0,1,0,1,0,0,0,15,6,0,0,7,14,0,0,0,0,3,0,2,0,0,0,0,17,0,0,7,1,0,2,0,0,0,1,0,2,13,1,37,0,0,0,0,0,507,0,0,0,79,0,3,10,0,1,3,0,2,11,22,0,0,1,0,0,2,373,0,0,13359,34,67,12376,8,10,4,0,8,846,0,2,4,90,59,1,0,0,0,24,0,0,0,0,3,0,0,3,1
100237,60782,12,0,1395,0,5,320,2,234,1254,11956,855,0,1,701,3489,75,0,5,7,4610,378,0,192,0,210,166,0,3,2344,483,17501,0,0,5,43,1645,32,12858,0,1,936,0,4,7,5,3,0,5,6,1,4,104,55,2,7,0,20,47,2,5,1,0,1,5,0,0,1,0,10,1,15,10,73,125,0,43,18,11,1,1,257,29,41,0,0,0,1,0,12,0,0,0,3,0,180,1,0,0,17,0,0,0,3,0,0,1,0,1,0,0,0,8,1,0,0,0,7,0,0,0,2,2,0,12,1,1,0,1,54,0,1,8,1,0,4,0,0,0,4,1,7,5,22,10,0,0,2,2,1,1210,2,0,0,169,3,8,17,0,7,3,1,4,28,76,11,1,0,0,0,9,871,0,0,36902,245,297,31153,22,214,4,0,226,4704,0,23,14,219,138,1,0,1,3,65,0,0,1,0,1,0,0,9,8
276282,196147,252,0,1974,9,18,695,2,1140,2151,49490,2190,2,4,1437,6991,196,8,13,29,29096,2001,1,61,8,526,762,0,2,9412,1847,39209,0,24,43,78,3405,1406,41655,3,7,3274,7,13,55,18,27,7,13,12,6,27,464,225,9,29,1,40,156,22,15,0,1,6,18,0,0,16,6,44,22,55,32,236,271,0,159,35,24,2,1,735,144,272,3,3,0,2,0,14,0,1,2,23,1,1097,16,7,4,24,0,0,0,25,2,0,1,0,14,0,2,0,128,11,8,0,10,35,0,5,1,6,2,2,41,7,2,9,5,219,0,4,39,2,0,10,0,0,1,27,1,22,129,85,159,6,5,20,1,0,3345,1,0,0,590,9,18,33,0,7,12,0,8,56,158,4,3,1,0,0,2,2443,0,0,71800,344,1278,61599,46,309,21,0,353,7760,1,12,77,581,403,16,1,0,3,134,1,5,1,0,11,0,1,5,38
56288,36723,60,0,603,0,1,107,0,269,670,7902,404,0,0,124,1949,27,0,2,1,4261,331,0,25,0,67,274,0,0,1507,234,7412,0,3,29,17,1704,27,8713,0,0,373,6,1,4,1,1,0,2,2,1,3,42,31,3,6,0,5,22,3,0,0,0,0,0,0,1,3,0,3,1,2,2,20,42,0,54,5,8,0,0,80,13,3,0,0,0,0,1,0,0,0,0,1,1,200,1,0,0,1,2,0,0,5,0,0,0,0,2,0,0,0,26,3,0,0,1,16,0,2,0,1,2,0,2,0,0,3,0,22,0,1,4,0,0,3,0,0,1,4,0,5,55,13,16,1,5,3,0,0,455,2,0,0,69,2,1,8,0,0,0,0,1,16,32,0,0,0,0,0,0,323,0,1,18418,54,1012,14047,25,17,1,0,41,3211,0,1,9,108,62,5,0,0,0,36,0,1,1,1,1,1,0,0,11
33963,21062,10,0,219,1,8,67,0,117,70,5623,237,0,0,146,1232,12,0,2,1,4101,302,0,7,0,127,49,0,0,273,32,2664,0,2,2,15,312,17,5414,0,0,356,0,3,6,1,1,0,0,1,0,5,53,29,2,9,0,3,19,16,0,0,0,0,2,0,1,0,0,2,0,10,2,7,30,0,18,6,9,0,2,99,4,10,1,2,0,0,0,3,0,0,0,0,0,122,0,0,2,12,0,0,1,2,0,0,1,0,5,0,0,0,1,1,1,0,0,7,0,0,0,0,1,0,4,2,1,0,0,18,0,0,19,0,2,6,0,0,0,2,0,3,6,10,14,0,1,0,0,0,508,0,0,0,65,1,2,37,0,2,2,1,7,12,22,0,0,0,0,0,1,356,0,0,11826,34,381,9693,8,21,1,0,33,1590,0,0,65,84,59,0,1,0,0,24,0,0,0,0,0,0,0,0,5
62510,55911,57,2,293,9,6,197,2,228,310,15687,1647,2,1,472,999,77,19,48,7,22871,1611,1,26,4,220,104,8,2,1084,128,2459,0,7,60,74,711,74,6394,1,9,2770,4,20,54,23,10,7,21,27,7,30,685,273,14,30,4,37,200,29,17,0,2,5,12,0,0,3,3,63,15,36,17,38,239,0,137,57,49,3,3,504,34,28,1,4,0,5,4,7,2,1,0,5,1,393,6,0,3,10,0,0,0,9,2,0,3,0,5,0,0,5,16,12,1,0,5,25,1,1,0,13,3,2,17,0,1,3,0,30,0,0,7,0,1,11,0,0,1,8,1,9,10,24,133,5,4,5,1,0,2062,0,1,1,318,7,6,27,0,6,3,0,5,19,95,3,1,0,0,0,3,1566,1,0,975,37,82,600,28,29,4,0,13,159,0,4,19,389,267,6,1,1,0,99,0,1,1,2,9,0,1,1,10
253303,237882,77,5,1277,0,64,318,1,510,600,67828,6832,7,1,1439,3739,205,12,44,18,96361,4414,0,60,8,704,351,3,5,4012,462,9340,0,31,87,208,2662,229,35955,13,0,4419,4,38,38,29,22,12,23,23,1,41,735,304,12,37,4,65,310,39,33,2,1,4,16,0,5,11,3,73,16,89,39,146,467,0,255,80,73,1,9,1039,141,104,5,14,0,6,9,23,4,0,0,12,2,1113,18,1,0,45,1,1,7,25,0,0,4,0,21,1,1,1,167,10,6,1,8,47,0,6,3,7,11,2,41,4,4,8,2,187,2,4,31,2,0,50,0,0,1,24,5,74,23,58,166,7,8,8,3,7,4158,1,3,0,690,6,17,24,0,7,8,6,4,47,170,2,6,1,0,0,8,3158,0,0,4547,57,149,2813,66,119,12,0,30,1274,0,4,23,1139,829,18,0,0,5,264,1,2,4,1,9,1,0,5,45
114927,103891,52,0,783,0,48,242,2,376,315,23851,2188,2,0,1558,1804,76,3,29,11,37997,2672,0,132,35,238,176,0,2,2065,289,5195,0,10,171,146,1025,69,22314,11,4,2821,3,18,58,26,18,11,21,38,7,40,374,273,19,21,1,48,165,21,14,0,0,3,7,0,1,8,1,42,39,53,29,57,283,0,146,42,61,1,7,678,91,49,2,2,0,12,2,11,2,0,0,15,1,676,19,0,2,38,0,0,2,15,0,0,5,2,14,0,0,1,45,4,2,1,7,21,4,9,1,9,1,4,28,4,3,6,4,118,2,7,33,1,2,4,0,0,1,28,3,36,43,42,87,7,6,4,0,1,2984,5,0,0,489,2,11,23,7,9,6,1,4,44,78,3,0,1,0,0,14,2287,0,0,3857,55,88,2771,16,39,5,0,48,821,0,1,13,644,459,5,0,1,1,173,0,0,1,0,4,0,0,0,54
13908,12292,22,0,349,0,0,58,1,33,103,3144,346,0,0,82,359,19,0,0,1,3262,159,0,14,0,86,29,0,0,251,42,881,0,0,9,14,269,15,2744,0,0,396,0,4,4,9,0,1,0,2,1,6,73,29,1,2,0,9,17,2,1,0,0,1,1,0,0,0,0,10,2,10,1,9,19,0,42,7,10,0,0,103,10,0,1,4,0,0,3,2,0,0,0,0,0,77,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,8,1,0,0,3,5,0,0,0,0,1,0,1,1,0,2,0,15,0,0,6,1,0,1,0,0,0,1,0,4,7,8,5,1,0,0,0,0,461,0,0,0,75,2,0,6,1,1,1,0,1,2,20,1,0,0,1,0,0,350,0,0,588,7,43,344,2,13,2,0,2,173,0,0,2,90,48,1,0,4,1,29,0,2,0,0,5,0,0,0,4
7148,6517,1,0,43,0,0,8,0,44,9,1333,124,0,0,64,205,4,0,2,0,1938,154,0,3,6,26,50,0,0,78,11,746,0,0,6,3,481,6,1172,0,0,177,1,2,2,1,1,0,2,0,0,0,22,12,1,0,0,12,9,0,0,0,0,1,0,0,0,2,0,1,2,17,3,3,11,0,10,3,1,0,0,47,7,3,0,0,0,0,0,1,0,0,0,0,0,24,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,1,1,3,0,0,0,0,0,221,2,0,0,30,0,0,0,0,2,0,0,1,5,8,1,1,0,0,0,0,171,0,0,155,5,1,130,0,3,0,0,2,12,0,0,2,52,33,0,0,0,0,19,0,0,0,0,0,0,0,0,2
4991,4517,0,0,118,0,1,11,0,52,2,843,63,0,0,25,173,0,0,0,1,866,100,0,2,0,21,42,0,0,74,34,586,0,0,1,0,96,2,1404,0,0,145,0,1,4,0,0,0,0,0,0,1,13,7,3,2,1,3,2,0,0,0,0,0,1,0,0,0,0,0,0,2,2,9,22,0,31,0,0,0,0,33,1,5,0,0,0,0,0,2,0,0,0,0,0,76,0,0,0,2,0,0,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,22,0,0,0,1,0,2,4,3,5,0,0,0,0,0,120,0,0,0,21,0,0,0,0,1,0,0,0,8,5,0,0,0,0,0,3,82,0,0,101,1,5,83,0,0,0,0,1,11,0,0,0,32,23,0,0,0,0,9,0,0,0,0,0,0,0,0,0
9441,5368,4,0,160,0,2,119,0,177,4,1301,33,0,0,78,171,1,0,0,0,624,58,0,3,0,15,12,0,0,40,2,934,0,0,0,2,89,1,1538,0,0,97,0,0,2,1,0,1,0,1,0,2,15,10,0,0,0,2,8,3,0,0,0,0,0,0,0,1,1,3,1,4,0,2,13,0,1,0,1,0,0,22,2,0,0,0,0,0,0,1,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,2,0,8,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,1,8,0,0,0,0,0,0,159,1,0,0,14,0,0,0,0,0,0,0,0,3,3,0,1,0,0,0,2,135,0,0,3765,1,0,3755,0,3,0,0,3,3,0,0,0,20,10,0,0,0,0,10,0,0,0,0,0,0,0,0,2
